1,5993,11
2,5130,23
4,2090,15
5,2909,11
7,3468,12
8,3068,13
10,2670,20
11,2693,22
12,9526,21
13,5237,13
14,2426,13
15,4193,12
16,2911,17
18,2661,11
19,2028,14
20,9980,11
21,3298,12
22,2935,13
23,15427,16
24,3944,11
26,4011,18
27,3407,23
28,11994,11
30,1232,14
31,2960,11
32,19094,11
33,3919,22
35,6825,11
36,10248,14
38,18947,12
39,2496,11
40,6465,13
41,2206,13
42,2086,14
45,2293,16
46,2645,12
47,2683,14
49,2014,13
51,3419,14
52,5376,19
53,1951,12
54,2341,13
55,2293,12
56,8726,15
57,4011,23
58,19545,12
60,4568,20
61,3022,21
62,5772,21
63,2269,19
64,5381,13
65,3441,13
68,5454,21
70,9884,13
72,4157,19
73,13458,12
74,9069,22
75,4014,15
76,5915,22
77,5993,18
78,6162,22
79,2406,11
80,18740,12
81,7637,11
83,10096,13
84,14756,14
85,6499,13
86,9724,17
88,2194,13
90,3388,17
91,5473,11
94,2703,23
95,2501,17
96,6220,17
97,3038,12
98,4424,23
100,4312,14
101,13245,14
102,13664,13
103,5021,22
104,5126,12
105,2859,18
106,10239,14
107,5329,12
110,4325,15
112,7260,11
113,2322,13
116,2075,23
117,4152,19
118,9619,16
119,13503,22
120,5441,22
121,5209,12
124,10673,13
125,5010,16
126,13549,12
128,4999,21
129,4221,15
131,13872,13
132,2042,12
133,2073,22
134,2956,13
137,2926,18
138,4809,14
139,5163,14
140,18844,21
141,18172,19
142,5744,11
143,2889,11
144,2871,15
145,7484,20
147,6074,24
148,17328,12
150,2774,12
151,4505,15
152,7428,12
153,11631,12
154,9738,14
155,2835,22
158,16959,12
159,2613,25
160,6146,13
161,4963,18
162,19537,13
163,6172,18
164,2368,19
165,10312,12
167,1675,19
169,2523,14
170,6567,14
171,4739,12
174,9208,11
175,4559,11
176,8189,13
177,2942,23
178,4941,20
179,10650,15
182,5902,14
183,8639,18
184,6347,19
190,4200,22
192,3452,13
193,4317,20
194,2632,14
195,4668,17
197,3204,14
198,2720,13
199,17181,13
200,2238,21
201,1483,14
202,5605,11
204,7295,13
205,2306,20
206,2348,18
207,8998,14
208,4319,13
211,6132,17
214,3346,20
215,10855,11
216,2231,18
217,2323,24
218,2024,18
221,2713,11
223,9439,16
224,2566,15
226,19926,15
227,2451,12
228,9419,12
230,8686,22
231,3038,20
233,3058,16
235,2325,21
238,2088,12
239,3072,11
240,5006,11
241,4257,18
242,2500,14
243,1102,22
244,10453,25
245,2288,12
246,3929,23
247,2311,15
248,3140,22
249,3690,15
250,4450,11
252,2756,13
253,19033,14
254,18722,11
256,9547,17
258,13734,18
259,19999,14
260,2279,16
261,5916,13
262,2089,14
264,16792,23
267,3564,12
269,4425,11
270,5265,16
271,6553,14
273,6261,18
274,4298,19
275,6804,15
277,3815,17
281,2741,15
282,6673,19
283,7639,22
284,2328,16
286,2153,13
287,4876,14
288,9396,16
291,10400,11
292,8474,22
293,9981,14
296,12490,16
297,2657,11
298,13591,18
299,6696,15
300,2058,14
302,8865,12
303,5940,14
304,5914,16
305,2622,21
306,12185,14
307,10609,12
308,4345,12
309,2177,17
311,2793,17
312,7918,14
314,8789,14
315,2389,13
316,3212,15
319,19232,11
321,2267,17
323,19517,11
325,2436,13
327,16064,22
328,2707,20
329,19068,18
330,3931,11
331,3730,14
332,2232,14
333,4465,18
334,3072,16
335,3319,17
336,19202,11
337,13675,12
338,2911,13
339,5957,13
340,3920,14
341,6434,17
342,10048,11
343,10938,25
346,2340,19
347,6545,13
349,6931,14
350,4898,12
351,2593,11
352,19436,19
353,2723,11
355,3479,11
359,2794,20
361,5249,18
362,2176,13
363,16872,12
364,3485,11
366,6644,19
367,5582,21
369,4000,12
372,13496,14
373,3210,11
374,19045,14
376,11849,12
377,2070,23
378,6502,14
379,3230,17
380,13603,18
381,11996,18
382,5605,24
384,6397,20
385,19144,14
386,17584,16
387,4907,25
388,4554,18
389,5415,19
390,4741,13
391,2115,12
392,3161,22
393,5745,14
394,2373,13
395,3310,21
396,18665,11
397,4485,12
399,2789,11
401,5828,12
403,2326,12
404,13525,14
405,1420,13
406,8020,15
407,3688,18
408,5482,18
410,16015,19
411,1200,12
412,5661,19
416,6929,11
417,9613,17
419,5674,15
420,5484,14
421,12061,17
422,5660,13
423,4821,12
424,6410,12
425,5210,18
426,2695,18
428,11878,11
429,17068,14
430,2455,19
431,13964,12
433,4941,15
434,2478,12
436,5228,11
437,4478,11
438,7547,12
439,5055,16
440,3464,13
441,5775,13
442,8943,24
444,19272,15
445,5238,18
446,4682,14
447,18300,11
448,5257,11
449,6349,13
450,4869,12
451,9985,16
452,3697,14
453,7457,22
454,2119,11
455,3983,17
456,6118,13
458,6214,18
460,6347,16
461,11510,14
462,7143,14
463,8268,14
464,8095,13
465,2904,12
466,6032,15
467,2976,19
468,15992,14
469,4649,14
470,2696,11
471,2370,13
473,12504,21
474,5974,13
475,4736,12
476,5296,17
477,6781,23
478,2174,11
479,6653,15
481,9699,11
482,6755,11
483,2213,13
484,2610,24
485,2851,13
486,3452,20
487,5258,14
488,9355,18
491,10496,15
492,6380,12
493,2657,16
494,2716,15
495,2201,16
496,6540,19
497,3816,11
498,5253,16
499,10965,24
500,4936,11
501,2543,13
502,5304,13
505,16659,13
507,4260,12
508,2476,18
510,3102,22
511,2244,13
513,7596,13
514,2285,23
515,3034,12
516,5715,12
517,2576,16
518,4197,12
520,14336,11
521,3448,22
522,19406,11
523,6538,15
524,4306,12
525,2258,20
526,4522,14
527,4487,11
529,4449,15
530,2218,12
531,19197,14
532,13212,11
533,6577,11
534,8392,16
536,4558,12
538,4031,13
543,7969,14
544,2654,21
546,16555,13
547,4556,11
548,6091,20
549,19566,11
550,4810,14
551,4523,11
554,3202,16
555,2351,16
556,1702,23
558,18041,14
560,2886,22
562,2097,15
564,11935,18
565,2546,16
566,2564,12
567,8412,11
568,14118,12
569,17046,15
571,2564,14
573,10266,19
574,5070,13
575,17861,13
577,4230,15
578,3780,11
579,2768,12
580,9071,19
581,10648,25
582,13610,12
584,3408,13
585,2983,14
586,7632,12
587,9824,12
590,9950,15
591,2093,17
592,9980,14
593,3894,16
595,4051,14
597,16835,23
599,6230,14
600,4717,11
601,13237,15
602,3755,11
604,6582,13
605,7406,21
606,4805,19
608,2741,11
611,4262,12
612,16184,19
613,11557,21
614,1878,14
615,10932,15
616,6811,17
618,4306,12
620,4859,16
621,5337,12
622,2340,18
623,7491,17
624,10527,11
625,16595,16
626,8834,13
630,5577,12
631,4707,12
632,2400,13
634,9824,19
635,6447,12
638,19502,17
639,2725,11
641,6272,20
643,2127,21
644,18200,11
645,2096,11
647,2886,16
648,2033,18
649,3622,13
650,4233,17
652,3681,14
653,5460,22
655,2187,12
656,9602,11
657,2836,13
659,4089,13
661,16627,14
662,2619,17
663,5679,13
664,15402,11
665,5985,11
666,2579,18
667,3041,11
669,3447,11
671,19513,12
675,2773,20
677,7104,12
679,6322,12
680,2083,20
682,8381,20
683,2691,12
684,4286,14
686,2659,13
689,9434,15
690,5561,14
691,6646,13
692,7725,23
698,10725,15
699,8847,11
700,2045,13
701,1009,11
702,3348,11
704,1281,18
705,2819,16
707,4851,22
709,4028,20
710,2720,18
712,8120,12
714,4647,20
715,4680,17
716,3221,11
717,8621,14
720,4577,14
721,4553,11
722,5396,12
723,6796,14
724,7625,13
725,7412,11
727,11159,15
728,4960,12
729,10475,21
730,14814,19
731,19141,15
732,5405,14
733,8793,21
734,19189,12
738,3875,15
741,2216,13
742,11713,14
743,7861,14
744,3708,14
746,13770,12
747,5304,23
749,2642,11
752,2759,12
754,6804,18
757,6142,11
758,2500,14
760,6389,15
762,11103,11
763,2342,20
764,6811,19
766,2297,14
769,2450,17
771,5093,11
772,5309,15
773,3057,13
775,5121,14
776,16856,11
780,2686,13
781,6180,23
783,6632,13
784,3505,18
785,6397,12
786,6274,22
787,19859,13
789,7587,15
791,4258,18
792,4364,14
793,4335,12
796,5326,17
797,3280,16
799,5485,11
800,4342,19
802,2782,13
803,5980,12
804,4381,11
805,2572,16
806,3833,21
807,4244,24
808,6500,17
809,18430,13
811,1601,21
812,2694,11
813,3149,20
815,17639,16
816,2319,11
817,11691,11
819,5324,15
820,16752,11
823,5228,15
824,2700,24
825,19246,12
826,2506,13
827,6062,13
828,4382,17
829,2143,13
830,6162,12
832,5094,14
833,6877,24
834,2274,14
836,4434,13
837,6288,15
838,2553,16
840,7654,18
842,5160,16
843,17159,24
844,12808,16
845,10221,21
846,4779,20
847,3737,19
848,2366,14
850,1706,11
851,16307,14
852,5933,12
854,3424,13
855,4037,22
856,2559,11
857,6201,14
859,4403,11
861,3761,12
862,10934,18
864,10761,12
865,5175,12
867,13826,22
868,6334,19
869,4936,13
872,4775,22
874,2818,24
875,2515,14
878,2342,21
879,4194,18
880,10685,20
881,2022,19
882,2314,12
885,4256,12
887,3580,16
888,3162,17
889,6524,14
893,2899,19
894,5231,13
895,2356,19
896,2800,19
897,11836,14
899,10903,16
900,2973,15
901,14275,18
902,5562,13
903,4537,22
904,7642,13
905,17924,11
909,5204,11
910,2277,11
911,2795,24
912,2532,14
913,2559,13
916,4908,14
918,2380,14
920,4765,21
922,2044,13
923,2693,19
924,6586,17
925,3294,18
926,4171,19
927,2778,13
930,2377,18
932,2404,21
933,2318,19
934,2008,14
936,6244,17
939,2799,11
940,10552,13
941,2329,15
942,4014,25
944,7403,11
945,2259,17
947,6932,13
949,4678,18
950,13582,13
951,2332,20
952,2413,18
954,9705,12
956,4294,12
957,4721,13
958,2519,21
959,2121,13
960,2973,19
961,5855,11
964,3617,14
966,6725,12
967,10325,11
969,6949,14
970,10609,11
972,4447,12
974,2157,15
975,4601,16
976,17099,15
977,2479,24
981,14852,13
982,7264,11
983,5666,13
984,7823,13
985,7880,18
986,13194,16
987,5067,19
990,5079,13
991,2321,22
992,17444,11
994,2404,20
995,3452,18
996,2270,14
997,17399,22
998,5488,13
999,19419,17
1001,2811,14
1002,3633,15
1003,4163,17
1004,2132,11
1005,13973,18
1006,2684,17
1007,10845,13
1009,4377,15
1010,3743,24
1011,4148,12
1012,1051,15
1013,10739,11
1014,10388,11
1015,11416,12
1016,2600,15
1017,2422,17
1018,5472,12
1019,2451,15
1022,4240,13
1024,10999,14
1025,5003,14
1026,12742,16
1027,4227,18
1028,3917,20
1029,18303,13
1030,2380,18
1032,13726,13
1033,4777,15
1034,6385,14
1035,19973,22
1036,6861,12
1037,4969,18
1038,19845,15
1039,13320,18
1040,6347,12
1042,2743,16
1043,10880,13
1044,2342,19
1045,17650,13
1046,4025,12
1047,9725,11
1048,11904,14
1049,2177,16
1050,7525,12
1052,4834,14
1053,2042,14
1055,2220,19
1056,1052,22
1060,2821,16
1061,19237,11
1062,4107,15
1066,8396,14
1068,2007,13
1069,19627,17
1070,10686,11
1071,2942,19
1073,8858,11
1074,16756,15
1076,10798,13
1077,2323,14
1079,1416,13
1080,4615,23
1081,2461,12
1082,8722,12
1083,3955,16
1084,9957,15
1085,3376,13
1088,8823,18
1092,10322,20
1094,4621,19
1096,10976,18
1097,3660,13
1098,10482,14
1099,7119,15
1100,9582,22
1101,4508,22
1102,2207,16
1103,7756,17
1105,6694,14
1106,3691,15
1107,2377,20
1108,2313,20
1109,17665,17
1111,2596,15
1113,4728,14
1114,4302,17
1115,2979,17
1116,16885,22
1117,5593,13
1118,10445,19
1119,8740,14
1120,2514,22
1121,7655,17
1124,17465,12
1125,7351,16
